  -56.734798   -2.404977 f
  -56.746460   -2.199082
  -56.737503   -2.198118
  -56.722424   -2.192582
  -56.712830   -2.190730
  -56.705830   -2.195033
  -56.703678   -2.197618
  -56.694527   -2.203357
  -56.681942   -2.214610
  -56.673935   -2.219889
  -56.668449   -2.220112
  -56.648113   -2.215258
  -56.614746   -2.214525
  -56.608807   -2.211528
  -56.602661   -2.193122
  -56.597412   -2.188516
  -56.586449   -2.183441
  -56.568851   -2.181808
  -56.556980   -2.171443
  -56.540085   -2.159002
  -56.527985   -2.150936
  -56.519043   -2.152526
  -56.510132   -2.151753
  -56.502041   -2.153418
  -56.494774   -2.157522
  -56.485901   -2.165704
  -56.480648   -2.169494
  -56.476067   -2.175697
  -56.471722   -2.178450
  -56.453209   -2.177732
  -56.438122   -2.180469
  -56.430344   -2.183907
  -56.410000   -2.185715
  -56.388744   -2.185681
  -56.385548   -2.182917
  -56.373474   -2.158752
  -56.365715   -2.152070
  -56.357723   -2.148148
  -56.346294   -2.149279
  -56.322964   -2.161429
  -56.315880   -2.158887
  -56.305614   -2.149441
  -56.293076   -2.129873
  -56.290806   -2.121361
  -56.295860   -2.105733
  -56.300220   -2.096082
  -56.282215   -2.067537
  -56.276974   -2.061090
  -56.270351   -2.057399
  -56.257103   -2.055536
  -56.242264   -2.045623
  -56.238380   -2.045156
  -56.227867   -2.046517
  -56.224274   -2.047715
  -56.221695   -2.048575
  -56.192474   -2.031507
  -56.188820   -2.030810
  -56.178097   -2.022512
  -56.163486   -2.014667
  -56.146587   -2.009806
  -56.127163   -2.010690
  -56.122360   -2.012749
  -56.113674   -2.013653
  -56.102467   -2.018000
  -56.099941   -2.024893
  -56.104477   -2.043068
  -56.114410   -2.059384
  -56.126343   -2.078983
  -56.147083   -2.107306
  -56.153240   -2.114676
  -56.171459   -2.149204
  -56.175285   -2.158388
  -56.179420   -2.168305
  -56.195156   -2.186502
  -56.207935   -2.198023
  -56.232590   -2.214855
  -56.243313   -2.225222
  -56.254044   -2.231681
  -56.270035   -2.236997
  -56.285793   -2.243464
  -56.296303   -2.246242
  -56.303154   -2.250162
  -56.338566   -2.259881
  -56.359131   -2.264514
  -56.371460   -2.273273
  -56.390850   -2.295841
  -56.399742   -2.311264
  -56.402470   -2.319778
  -56.404957   -2.335881
  -56.403336   -2.349217
  -56.400581   -2.356342
  -56.399605   -2.359284
  -56.399605   -2.359284
  -56.401947   -2.360024
  -56.413586   -2.373842
  -56.420773   -2.383205
  -56.427731   -2.392263
  -56.439587   -2.411600
  -56.462627   -2.444753
  -56.478371   -2.464096
  -56.483131   -2.468004
  -56.535919   -2.511329
  -56.570179   -2.536677
  -56.598965   -2.555116
  -56.645809   -2.578408
  -56.659977   -2.583486
  -56.667751   -2.583956
  -56.673012   -2.583272
  -56.685371   -2.575467
  -56.694756   -2.567198
  -56.704708   -2.559249
  -56.717415   -2.550894
  -56.737316   -2.541488
  -56.748291   -2.542191
  -56.779610   -2.547516
  -56.788296   -2.552125
  -56.796520   -2.557884
  -56.796719   -2.561133
  -56.800632   -2.561339
  -56.803829   -2.564103
  -56.814800   -2.570095
  -56.835602   -2.575866
  -56.853207   -2.578645
  -56.866470   -2.576358
  -56.885685   -2.569707
  -56.900555   -2.562131
  -56.920456   -2.552950
  -56.939899   -2.544917
  -56.956139   -2.540562
  -56.959339   -2.542175
  -56.970314   -2.541264
  -56.998901   -2.537148
  -57.020168   -2.532566
  -57.028404   -2.527973
  -57.043049   -2.514874
  -57.058975   -2.503449
  -57.060665   -2.502238
  -57.071873   -2.496036
  -57.081024   -2.487303
  -57.086292   -2.476037
  -57.086761   -2.463387
  -57.086536   -2.459477
  -57.076488   -2.441990
  -57.073067   -2.434628
  -57.068272   -2.426345
  -57.052734   -2.413913
  -57.041080   -2.408614
  -57.017544   -2.396406
  -57.001545   -2.392943
  -56.962692   -2.380490
  -56.942120   -2.377252
  -56.924526   -2.368497
  -56.914925   -2.367568
  -56.895233   -2.359622
  -56.888645   -2.356963
  -56.872421   -2.351197
  -56.856205   -2.336462
  -56.839306   -2.322876
  -56.833210   -2.319802
  -56.830624   -2.318497
  -56.817837   -2.305145
  -56.804134   -2.295241
  -56.795246   -2.269474
  -56.789539   -2.263489
  -56.749569   -2.236997
  -56.747974   -2.235155
  -56.744331   -2.223423
  -56.746460   -2.199082 f
  -47.225422   -0.685847
  -47.228123   -0.691987
  -47.230026   -0.689081
  -47.226364   -0.682348
  -47.223053   -0.681056
  -47.221577   -0.683129
  -47.222584   -0.685859
  -47.228123   -0.691987 f
  -47.455860   -0.716259
  -47.460999   -0.741477
  -47.465466   -0.732118
  -47.467857   -0.722317
  -47.462887   -0.702398
  -47.457111   -0.698569
  -47.450619   -0.703723
  -47.449230   -0.697853
  -47.447788   -0.696582
  -47.445080   -0.697388
  -47.440781   -0.710513
  -47.455120   -0.728447
  -47.458725   -0.740615
  -47.460999   -0.741477 f
  -47.440281   -0.730231
  -47.447014   -0.747802
  -47.453007   -0.731769
  -47.451588   -0.728617
  -47.443348   -0.722460
  -47.439461   -0.717188
  -47.435940   -0.716521
  -47.429409   -0.724812
  -47.427437   -0.733989
  -47.428226   -0.737971
  -47.440582   -0.747520
  -47.447014   -0.747802 f
  -46.853413   -0.746463
  -46.859386   -0.754978
  -46.862717   -0.754390
  -46.858856   -0.747025
  -46.850842   -0.739820
  -46.848339   -0.740836
  -46.845394   -0.743937
  -46.859386   -0.754978 f
  -46.613182   -0.790030
  -46.611496   -0.799017
  -46.626942   -0.792934
  -46.621647   -0.784086
  -46.619789   -0.783018
  -46.615601   -0.786103
  -46.605621   -0.786817
  -46.601437   -0.789484
  -46.599945   -0.792393
  -46.600956   -0.794706
  -46.604454   -0.797467
  -46.611496   -0.799017 f
  -46.851917   -0.791495
  -46.850380   -0.796900
  -46.857269   -0.793846
  -46.850075   -0.787277
  -46.848797   -0.789981
  -46.850380   -0.796900 f
  -46.725494   -0.819066
  -46.719749   -0.848020
  -46.725655   -0.840563
  -46.735313   -0.831897
  -46.729736   -0.829111
  -46.733540   -0.823720
  -46.735104   -0.814538
  -46.733940   -0.807414
  -46.728672   -0.796477
  -46.727215   -0.796667
  -46.722412   -0.816266
  -46.717419   -0.817041
  -46.716560   -0.819331
  -46.719940   -0.831920
  -46.717735   -0.842767
  -46.717884   -0.847578
  -46.719749   -0.848020 f
  -46.596348   -0.825577
  -46.586384   -0.849106
  -46.596172   -0.846926
  -46.605625   -0.838259
  -46.610130   -0.826185
  -46.616489   -0.815599
  -46.622387   -0.808770
  -46.621159   -0.807292
  -46.615345   -0.807220
  -46.610928   -0.811975
  -46.606785   -0.811087
  -46.600906   -0.816244
  -46.592419   -0.813839
  -46.589294   -0.814637
  -46.583771   -0.824607
  -46.579796   -0.827067
  -46.579151   -0.828941
  -46.582840   -0.833168
  -46.584038   -0.836947
  -46.582973   -0.839572
  -46.580826   -0.844854
  -46.582241   -0.848218
  -46.586384   -0.849106 f
  -46.758675   -0.826998
  -46.762917   -0.833487
  -46.764393   -0.831832
  -46.763382   -0.829519
  -46.756824   -0.821912
  -46.755856   -0.816045
  -46.753613   -0.812672
  -46.752129   -0.814953
  -46.753078   -0.822494
  -46.759815   -0.832404
  -46.762917   -0.833487 f
  -46.577896   -0.854384
  -46.577038   -0.866139
  -46.579342   -0.864703
  -46.581707   -0.858040
  -46.578926   -0.847340
  -46.576046   -0.845214
  -46.574371   -0.846239
  -46.575817   -0.864032
  -46.577038   -0.866139 f
  -46.420925   -0.899453
  -46.424614   -0.913598
  -46.429634   -0.910734
  -46.436382   -0.902453
